id	locale	chapter_id	chapter_label	source_chapter	source_section	source_page	question_sv	question_en	question_target	correct_option_id	correct_option_sv	correct_option_en	correct_option_target	options_sv	options_en	options_target	explanation_sv	explanation_en	explanation_target	native_review_status	reviewer_notes
q109	so	12	Ch. 12 · A secular state and a multi-religious country	En sekulär stat och ett mångreligiöst land	Religionens roll	42	Vilket påstående om religionens roll i Sverige stämmer?	Which statement about the role of religion in Sweden is correct?	Weedhee ku saabsan doorka diinta ee Iswiidhan ayaa sax ah?	a	Religionens roll har minskat, men religionsfrågor har fått större uppmärksamhet	The role of religion has decreased, but religious questions have received more attention	Doorka diintu wuu yaraaday, laakiin su’aalaha diinta ayaa helay fiiro badan	a: Religionens roll har minskat, men religionsfrågor har fått större uppmärksamhet | b: Alla religiösa högtider har förbjudits i Sverige | c: Bara en världsreligion är representerad i Sverige | d: Svenska kyrkans medlemsantal ökar	a: The role of religion has decreased, but religious questions have received more attention | b: All religious holidays have been banned in Sweden | c: Only one world religion is represented in Sweden | d: Church of Sweden membership is increasing	a: Doorka diintu wuu yaraaday, laakiin su’aalaha diinta ayaa helay fiiro badan | b: Dhammaan ciidaha diimeed waa laga mamnuucay Iswiidhan | c: Hal diin oo caalami ah oo keliya ayaa ku matalan Iswiidhan | d: Xubinnimada Kaniisadda Iswiidhan way kordheysaa	Kristendomen har satt många kulturella spår i Sverige, men religionens roll i samhället har minskat. Samtidigt har religion och religiösa frågor fått större uppmärksamhet, och nästan alla världens religioner finns representerade i Sverige; därför är de andra alternativen fel.	Christianity has left many cultural traces in Sweden, but the role of religion in society has decreased. At the same time, religion and religious questions have received more attention, and almost all world religions are represented in Sweden; that makes the other options incorrect.	Kiristaanku wuxuu raadad dhaqan oo badan kaga tagay Iswiidhan, laakiin doorka diinta ee bulshada wuu yaraaday. Isla markaas, diinta iyo su’aalaha diinta waxay heleen fiiro badan, ku dhowaad dhammaan diimaha adduunkana waxay ku matalan yihiin Iswiidhan; sidaas darteed xulashooyinka kale waa khalad.	pending_native_review	pending_reviewer_notes
q110	so	12	Ch. 12 · A secular state and a multi-religious country	En sekulär stat och ett mångreligiöst land	Judendom	43	Vilket påstående om judendomens historia i Sverige stämmer?	Which statement about Judaism's history in Sweden is correct?	Weedhee ku saabsan taariikhda Yuhuudiyadda ee Iswiidhan ayaa sax ah?	a	Judar fick fullständiga medborgerliga rättigheter i Sverige först 1870	Jews received full civil rights in Sweden only in 1870	Yuhuuddu waxay xuquuq madani oo buuxda ka heleen Iswiidhan kaliya 1870	a: Judar fick fullständiga medborgerliga rättigheter i Sverige först 1870 | b: Judendom kom till Sverige först efter år 2000 | c: Det finns inga judiska församlingar eller synagogor i dagens Sverige | d: Judendom är den största religionen i Sverige	a: Jews received full civil rights in Sweden only in 1870 | b: Judaism came to Sweden only after 2000 | c: There are no Jewish congregations or synagogues in Sweden today | d: Judaism is the largest religion in Sweden	a: Yuhuuddu waxay xuquuq madani oo buuxda ka heleen Iswiidhan kaliya 1870 | b: Yuhuudiyaddu waxay Iswiidhan timid kaliya ka dib 2000 | c: Ma jiraan bulshooyin Yuhuud ah ama sunagoogyo Iswiidhan maanta | d: Yuhuudiyaddu waa diinta ugu weyn Iswiidhan	Judendomens historia i Sverige kan spåras tillbaka till 1700-talet. Judar fick fullständiga medborgerliga rättigheter i Sverige först 1870, och i dag finns flera judiska församlingar och synagogor; därför är alternativen om år 2000, inga församlingar eller största religion fel.	Judaism's history in Sweden can be traced back to the 18th century. Jews received full civil rights in Sweden only in 1870, and today there are several Jewish congregations and synagogues; therefore the options about the year 2000, no congregations, or being the largest religion are incorrect.	Taariikhda Yuhuudiyadda ee Iswiidhan waxaa dib loogu raaci karaa qarnigii 18-aad. Yuhuuddu waxay xuquuq madani oo buuxda ka heleen Iswiidhan kaliya 1870, maanta waxaa jira dhowr bulsho Yuhuud ah iyo sunagoogyo; sidaas darteed xulashooyinka ku saabsan 2000, bulshooyin la’aan ama inay tahay diinta ugu weyn waa khalad.	pending_native_review	pending_reviewer_notes
q111	so	12	Ch. 12 · A secular state and a multi-religious country	En sekulär stat och ett mångreligiöst land	Religionsfrihet	42	Vad är ett mål med religionskunskapen i svensk skola?	What is one goal of religion studies in Swedish schools?	Waa maxay mid ka mid ah ujeeddooyinka barashada diimaha ee dugsiyada Iswiidhan?	a	Att främja förståelse, tolerans och respekt för olikheter	To promote understanding, tolerance, and respect for differences	In la hormariyo fahamka, dulqaadka iyo ixtiraamka kala duwanaanshaha	a: Att främja förståelse, tolerans och respekt för olikheter | b: Att bestämma vilken religion elever ska tillhöra | c: Att förbjuda elever att tala om livsåskådningar | d: Att bara undervisa om en religion från Sverige	a: To promote understanding, tolerance, and respect for differences | b: To decide which religion pupils should belong to | c: To forbid pupils from talking about worldviews | d: To teach only about one religion from Sweden	a: In la hormariyo fahamka, dulqaadka iyo ixtiraamka kala duwanaanshaha | b: In la go’aamiyo diinta ay ardaydu ka tirsanaanayaan | c: In ardayda laga mamnuuco ka hadalka aragtiyada nolosha | d: In la baro hal diin oo keliya oo ka timid Iswiidhan	Religionskunskapen ska ge elever en bred förståelse för olika religioner, trosuppfattningar och livsåskådningar från hela världen. Målet är att främja förståelse, tolerans och respekt för olikheter; därför är alternativen om tvång, förbud eller bara en religion fel.	Religion studies should give pupils a broad understanding of different religions, beliefs, and worldviews from around the world. The goal is to promote understanding, tolerance, and respect for differences; therefore the options about coercion, prohibition, or only one religion are incorrect.	Barashada diimaha waa inay ardayda siisaa faham ballaaran oo ku saabsan diimo, aaminsanaan iyo aragtiyo nololeed oo kala duwan oo adduunka oo dhan ah. Ujeedadu waa in la hormariyo fahamka, dulqaadka iyo ixtiraamka kala duwanaanshaha; sidaas darteed xulashooyinka ku saabsan qasab, mamnuucid ama hal diin oo keliya waa khalad.	pending_native_review	pending_reviewer_notes
q112	so	12	Ch. 12 · A secular state and a multi-religious country	En sekulär stat och ett mångreligiöst land	Islam	44	När byggdes Sveriges första moskéer?	When were Sweden's first mosques built?	Goorma ayaa la dhisay masaajiddii ugu horreeyay ee Iswiidhan?	a	Under 1970-talet	During the 1970s	Intii lagu jiray 1970-meeyadii	a: Under 1970-talet | b: I början av 1900-talet | c: År 2000 | d: Under medeltiden	a: During the 1970s | b: At the beginning of the 20th century | c: In 2000 | d: During the Middle Ages	a: Intii lagu jiray 1970-meeyadii | b: Bilowgii qarnigii 20-aad | c: Sannadkii 2000 | d: Xilligii dhexe	I början av 1900-talet fanns bara ett fåtal muslimer i Sverige, och antalet ökade genom invandring efter andra världskriget. Under 1970-talet byggdes Sveriges första moskéer; år 2000 gäller Stockholms moské och medeltiden hör till andra delar av religionshistorien.	At the beginning of the 20th century there were only a few Muslims in Sweden, and the number increased through immigration after the Second World War. Sweden's first mosques were built during the 1970s; the year 2000 refers to Stockholm Mosque, and the Middle Ages belong to other parts of religious history.	Bilowgii qarnigii 20-aad waxaa Iswiidhan joogay Muslimiin yar oo keliya, tiraduna waxay ku korodhay socdaalka kadib Dagaalkii Labaad ee Adduunka. Masaajiddii ugu horreeyay ee Iswiidhan waxaa la dhisay 1970-meeyadii; sannadka 2000 wuxuu khuseeyaa Masjidka Stockholm, xilligii dhexena wuxuu ka tirsan yahay qaybo kale oo taariikhda diimaha ah.	pending_native_review	pending_reviewer_notes
q113	so	12	Ch. 12 · A secular state and a multi-religious country	En sekulär stat och ett mångreligiöst land	Kristendom	43	Vilka kristna kyrkor eller samfund finns i dagens Sverige?	Which Christian churches or communities exist in Sweden today?	Kaniisado ama bulshooyin Kiristaan ah noocee ah ayaa maanta ka jira Iswiidhan?	a	Ortodoxa kyrkor, katolska kyrkan och protestantiska kyrkor	Orthodox churches, the Catholic Church, and Protestant churches	Kaniisadaha Ortodokska, Kaniisadda Katooligga iyo kaniisadaha Protestant-ka	a: Ortodoxa kyrkor, katolska kyrkan och protestantiska kyrkor | b: Bara Svenska kyrkan och inga andra samfund | c: Endast buddhistiska och hinduiska tempel | d: Moskéer och muslimska bönelokaler	a: Orthodox churches, the Catholic Church, and Protestant churches | b: Only the Church of Sweden and no other communities | c: Only Buddhist and Hindu temples | d: Mosques and Muslim prayer rooms	a: Kaniisadaha Ortodokska, Kaniisadda Katooligga iyo kaniisadaha Protestant-ka | b: Kaliya Kaniisadda Iswiidhan oo bulshooyin kale ma jiraan | c: Kaliya macbudyo Buudhiist iyo Hindu ah | d: Masaajid iyo goobaha salaadda Muslimiinta	I dagens Sverige finns många kristna samfund som representerar olika traditioner och trosinriktningar. Exempel är ortodoxa kyrkor, katolska kyrkan och olika protestantiska kyrkor; alternativen om bara Svenska kyrkan, buddhistiska och hinduiska tempel eller moskéer beskriver andra eller för snäva delar.	In present-day Sweden there are many Christian communities representing different traditions and beliefs. Examples include Orthodox churches, the Catholic Church, and different Protestant churches; the options about only the Church of Sweden, Buddhist and Hindu temples, or mosques describe other or too narrow parts.	Maanta Iswiidhan waxaa jira bulshooyin Kiristaan ah oo badan oo matala dhaqammo iyo rumaysadyo kala duwan. Tusaalooyin waxaa ka mid ah kaniisadaha Ortodokska, Kaniisadda Katooligga iyo kaniisado Protestant ah oo kala duwan; xulashooyinka ku saabsan Kaniisadda Iswiidhan oo keliya, macbudyada Buudhiist iyo Hindu ama masaajidda waxay qeexayaan qaybo kale ama aad u cidhiidhi ah.	pending_native_review	pending_reviewer_notes
q114	so	12	Ch. 12 · A secular state and a multi-religious country	En sekulär stat och ett mångreligiöst land	Hinduism och buddhism	43	Vad bidrog till kontakter med hinduer och buddhister i Sverige under 1900-talet?	What contributed to contacts with Hindus and Buddhists in Sweden during the 20th century?	Maxaa gacan ka geystay xiriirrada lala yeeshay Hinduuska iyo Buudhiistaha ee Iswiidhan qarnigii 20-aad?	a	Resor till Asien och ökat intresse för meditation och yoga	Travel to Asia and increased interest in meditation and yoga	Safarro Aasiya ah iyo xiisaha kordhay ee fikir-dejinta iyo yoga	a: Resor till Asien och ökat intresse för meditation och yoga | b: Byggandet av Sveriges första moskéer under 1970-talet | c: Nationaldagen som helgdag genom ett riksdagsbeslut | d: Svenska kyrkans separation från staten år 2000	a: Travel to Asia and increased interest in meditation and yoga | b: The building of Sweden's first mosques during the 1970s | c: National Day becoming a public holiday through a Riksdag decision | d: The Church of Sweden's separation from the state in 2000	a: Safarro Aasiya ah iyo xiisaha kordhay ee fikir-dejinta iyo yoga | b: Dhismaha masaajiddii ugu horreeyay ee Iswiidhan 1970-meeyadii | c: Maalinta Qaranka oo fasax guud noqotay go’aan Riksdag ah | d: Kala go’itaanka Kaniisadda Iswiidhan iyo dowladda sannadkii 2000	Kontakterna med hinduer och buddhister i Sverige började främst under 1900-talet, bland annat genom resor till Asien och ett ökat intresse för meditation och yoga. De andra alternativen handlar i stället om islam, nationaldagen eller relationen mellan kyrka och stat.	Contacts with Hindus and Buddhists in Sweden mainly began during the 20th century, including through travel to Asia and increased interest in meditation and yoga. The other options instead concern Islam, National Day, or the relationship between church and state.	Xiriirrada lala yeeshay Hinduuska iyo Buudhiistaha ee Iswiidhan waxay inta badan bilaabmeen qarnigii 20-aad, oo ay ka mid yihiin safarro Aasiya ah iyo xiisaha kordhay ee fikir-dejinta iyo yoga. Xulashooyinka kale waxay khuseeyaan Islaamka, Maalinta Qaranka ama xiriirka kaniisadda iyo dowladda.	pending_native_review	pending_reviewer_notes
q115	so	12	Ch. 12 · A secular state and a multi-religious country	En sekulär stat och ett mångreligiöst land	Religionsfrihet	42	Vad blev tillåtet för svenskar år 1860?	What became permitted for Swedes in 1860?	Maxaa loo oggolaaday dadka Iswiidhishka ah sannadkii 1860?	a	Att lämna Svenska kyrkan, men bara om man gick med i ett annat kristet samfund	To leave the Church of Sweden, but only if they joined another Christian community	In laga baxo Kaniisadda Iswiidhan, laakiin kaliya haddii qofku ku biiro bulsho Kiristaan kale	a: Att lämna Svenska kyrkan, men bara om man gick med i ett annat kristet samfund | b: Att helt fritt välja vilken religion som helst eller ingen religion alls | c: Att staten och Svenska kyrkan skildes åt | d: Att alla gamla kyrkor i Sverige blev statliga myndigheter	a: To leave the Church of Sweden, but only if they joined another Christian community | b: To freely choose any religion or none | c: That the state and the Church of Sweden separated | d: That all old churches in Sweden became government agencies	a: In laga baxo Kaniisadda Iswiidhan, laakiin kaliya haddii qofku ku biiro bulsho Kiristaan kale | b: In si buuxda xor loogu doorto diin kasta ama diin la’aan | c: In dowladda iyo Kaniisadda Iswiidhan kala go’aan | d: In dhammaan kaniisadihii hore ee Iswiidhan noqdaan hay’ado dowladeed	År 1860 blev det tillåtet för svenskar att lämna Svenska kyrkan, men bara om de gick med i ett annat kristet samfund. Full frihet att välja religion eller ingen religion kom med religionsfrihetslagen 1951, och separationen mellan staten och Svenska kyrkan skedde år 2000.	In 1860, Swedes were allowed to leave the Church of Sweden, but only if they joined another Christian community. Full freedom to choose any religion or none came with the Religious Freedom Act of 1951, and the separation between the state and the Church of Sweden took place in 2000.	Sannadkii 1860 dadka Iswiidhishka ah waxaa loo oggolaaday inay ka baxaan Kaniisadda Iswiidhan, laakiin kaliya haddii ay ku biiraan bulsho Kiristaan kale. Xorriyadda buuxda ee doorashada diin ama diin la’aan waxay timid sharciga xorriyadda diinta ee 1951, kala go’itaanka dowladda iyo Kaniisadda Iswiidhanna wuxuu dhacay 2000.	pending_native_review	pending_reviewer_notes
q116	so	12	Ch. 12 · A secular state and a multi-religious country	En sekulär stat och ett mångreligiöst land	Religionsfrihet	42	Vad skyddar regeringsformen när det gäller religion?	What does the Instrument of Government protect regarding religion?	Maxay Dastuurka Qaabka Dawladdu ka ilaalisaa arrimaha diinta?	a	Rätten att utöva sin religion och att skyddas mot diskriminering på grund av tro	The right to practice one’s religion and to be protected from discrimination because of belief	Xaqa ku dhaqanka diinta qofka iyo ilaalinta takoor ka dhasha rumaysadka	a: Rätten att utöva sin religion och att skyddas mot diskriminering på grund av tro | b: Att staten väljer religion åt varje invånare | c: Att bara medlemmar i Svenska kyrkan får utöva religion | d: Att skolans religionskunskap ersätter alla andra ämnen	a: The right to practice one’s religion and to be protected from discrimination because of belief | b: That the state chooses a religion for each resident | c: That only members of the Church of Sweden may practice religion | d: That school religion studies replace all other subjects	a: Xaqa ku dhaqanka diinta qofka iyo ilaalinta takoor ka dhasha rumaysadka | b: In dawladdu qof kasta oo deggan u doorato diin | c: In kaliya xubnaha Kaniisadda Iswiidhan ay ku dhaqmi karaan diin | d: In barashada diimaha ee dugsiga ay beddesho dhammaan maaddooyinka kale	Regeringsformen är en av Sveriges grundlagar och ger alla rätt att utöva sin religion. Den innebär också att ingen får diskrimineras på grund av sin tro eller religiösa uppfattning; de andra alternativen går emot religionsfriheten eller blandar ihop den med skolan.	The Instrument of Government is one of Sweden’s constitutional laws and gives everyone the right to practice their religion. It also means no one may be discriminated against because of faith or religious belief; the other options contradict religious freedom or confuse it with school.	Dastuurka Qaabka Dawladdu waa mid ka mid ah sharciyada aasaasiga ah ee Iswiidhan wuxuuna qof walba siinayaa xaqa inuu ku dhaqmo diintiisa. Sidoo kale qofna looma takoori karo rumaysad ama aragti diimeed darteed; xulashooyinka kale waxay ka hor imanayaan xorriyadda diinta ama waxay ku khaldaan dugsiga.	pending_native_review	pending_reviewer_notes
q117	so	12	Ch. 12 · A secular state and a multi-religious country	En sekulär stat och ett mångreligiöst land	Religionens roll	42	Vilka kristna högtider firar många svenskar även om de inte ser sig som religiösa?	Which Christian holidays do many Swedes celebrate even if they do not see themselves as religious?	Ciidaha Kiristaanka kee ayay dad badan oo Iswiidhish ah u dabaaldegaan xitaa haddii aysan isu arkin dad diimeed?	a	Jul och påsk	Christmas and Easter	Kirismas iyo Iistar	a: Jul och påsk | b: Id al-fitr och Newroz | c: Sveriges nationaldag och första maj | d: Valborgsmässoafton och midsommar	a: Christmas and Easter | b: Eid al-Fitr and Newroz | c: Sweden’s National Day and May Day | d: Walpurgis Night and Midsummer	a: Kirismas iyo Iistar | b: Ciid al-Fitr iyo Newroz | c: Maalinta Qaranka Iswiidhan iyo Koowaad ee Maajo | d: Habeenka Walpurgis iyo Midsommar	Kristendomen har lämnat många kulturella spår i Sverige. Många svenskar firar fortfarande kristna högtider som jul och påsk även om de inte ser sig själva som religiösa; de andra alternativen beskriver andra traditioner eller högtider.	Christianity has left many cultural traces in Sweden. Many Swedes still celebrate Christian holidays such as Christmas and Easter even if they do not see themselves as religious; the other options describe other traditions or holidays.	Kiristaanku wuxuu raadad dhaqan oo badan kaga tagay Iswiidhan. Dad badan oo Iswiidhish ah weli waxay u dabaaldegaan ciidaha Kiristaanka sida Kirismas iyo Iistar xitaa haddii aysan isu arkin dad diimeed; xulashooyinka kale waxay qeexayaan dhaqammo ama ciido kale.	pending_native_review	pending_reviewer_notes
q118	so	12	Ch. 12 · A secular state and a multi-religious country	En sekulär stat och ett mångreligiöst land	Religionens roll	42	Vilka religiösa ritualer är fortfarande vanliga i Sverige?	Which religious rituals are still common in Sweden?	Ritualo diimeedkee ayaa weli caadi ka ah Iswiidhan?	a	Dop, bröllop i kyrkan och kristen begravning	Baptisms, church weddings, and Christian funerals	Baabtiisyo, aroosyo kaniisad ah iyo aaso Kiristaan ah	a: Dop, bröllop i kyrkan och kristen begravning | b: Endast statliga ceremonier utan religiösa inslag | c: Bara högtider som kommit med invandrare | d: Enbart gudstjänster på juldagen	a: Baptisms, church weddings, and Christian funerals | b: Only state ceremonies without religious elements | c: Only holidays that came with immigrants | d: Only church services on Christmas Day	a: Baabtiisyo, aroosyo kaniisad ah iyo aaso Kiristaan ah | b: Kaliya xaflado dowladeed oo aan lahayn qaybo diimeed | c: Kaliya ciidaha ay la yimaadeen muhaajiriintu | d: Kaliya adeegyada kaniisadda maalinta Kirismaska	Dop, bröllop i kyrkan och kristen begravning är fortfarande vanliga religiösa ritualer i Sverige, även bland medlemmar som inte beskriver sig som troende. De andra alternativen gör ritualerna för snäva eller blandar ihop dem med andra slags ceremonier och högtider.	Baptisms, church weddings, and Christian funerals are still common religious rituals in Sweden, even among members who do not describe themselves as believers. The other options make the rituals too narrow or confuse them with other kinds of ceremonies and holidays.	Baabtiisyada, aroosyada kaniisadda iyo aaska Kiristaanka weli waa ritualo diimeed oo caadi ka ah Iswiidhan, xitaa dadka aan isu tilmaamin rumaystayaal. Xulashooyinka kale waxay ritualada ka dhigayaan kuwo aad u cidhiidhi ah ama waxay ku khaldaan xaflado iyo ciido kale.	pending_native_review	pending_reviewer_notes
q119	so	12	Ch. 12 · A secular state and a multi-religious country	En sekulär stat och ett mångreligiöst land	Kristendom	43	Vad var Sverige under medeltiden innan Svenska kyrkans lutherska tradition växte fram?	What was Sweden during the Middle Ages before the Church of Sweden’s Lutheran tradition developed?	Maxay ahayd Iswiidhan xilligii dhexe ka hor intaan dhaqanka Lutheran ee Kaniisadda Iswiidhan kobcin?	a	Ett katolskt land	A Catholic country	Dal Katoolig ah	a: Ett katolskt land | b: Ett buddhistiskt kungarike | c: Ett land utan kristna kyrkor | d: Ett land där islam var störst	a: A Catholic country | b: A Buddhist kingdom | c: A country without Christian churches | d: A country where Islam was largest	a: Dal Katoolig ah | b: Boqortooyo Buudhiist ah | c: Dal aan lahayn kaniisado Kiristaan ah | d: Dal Islaamku ugu weynaa	Svenska kyrkan har historiska rötter i den lutherska, protestantiska traditionen som grundades på 1500-talet. Innan dess, under medeltiden, var Sverige ett katolskt land, och därför är alternativen om buddhism, inga kristna kyrkor eller islam fel.	The Church of Sweden has historical roots in the Lutheran Protestant tradition founded in the 16th century. Before that, during the Middle Ages, Sweden was a Catholic country, so the options about Buddhism, no Christian churches, or Islam are incorrect.	Kaniisadda Iswiidhan waxay xididdo taariikhi ah ku leedahay dhaqanka Lutheran Protestant ee la aasaasay qarnigii 16-aad. Ka hor taas, xilligii dhexe, Iswiidhan waxay ahayd dal Katoolig ah; sidaas darteed xulashooyinka ku saabsan Buudhiism, kaniisado Kiristaan la’aan ama Islaam waa khalad.	pending_native_review	pending_reviewer_notes
q120	so	12	Ch. 12 · A secular state and a multi-religious country	En sekulär stat och ett mångreligiöst land	Judendom	43	Vad fick judar rätt att göra i Sverige på 1700-talet?	What did Jews gain the right to do in Sweden in the 18th century?	Yuhuuddu maxay xaq u heleen Iswiidhan qarnigii 18-aad?	a	Bo i landet och utöva sin religion	Live in the country and practice their religion	Inay dalka ku noolaadaan oo diintooda ku dhaqmaan	a: Bo i landet och utöva sin religion | b: Bli Sveriges största religiösa grupp | c: Bygga Sveriges första moskéer | d: Lämna Svenska kyrkan utan villkor	a: Live in the country and practice their religion | b: Become Sweden’s largest religious group | c: Build Sweden’s first mosques | d: Leave the Church of Sweden without conditions	a: Inay dalka ku noolaadaan oo diintooda ku dhaqmaan | b: Inay noqdaan kooxda diimeed ee ugu weyn Iswiidhan | c: Inay dhisaan masaajiddii ugu horreeyay ee Iswiidhan | d: Inay ka baxaan Kaniisadda Iswiidhan shuruud la’aan	Judendomens historia i Sverige kan spåras tillbaka till 1700-talet. Då fick judar rätt att bo och utöva sin religion i Sverige; de andra alternativen blandar ihop judendom med islam, religionsfrihetslagen eller en felaktig storleksordning.	Judaism’s history in Sweden can be traced back to the 18th century. At that time, Jews gained the right to live and practice their religion in Sweden; the other options confuse Judaism with Islam, the Religious Freedom Act, or an incorrect size ranking.	Taariikhda Yuhuudiyadda ee Iswiidhan waxaa dib loogu raaci karaa qarnigii 18-aad. Markaas Yuhuuddu waxay heleen xaqa inay ku noolaadaan Iswiidhan oo ay diintooda ku dhaqmaan; xulashooyinka kale waxay Yuhuudiyadda ku khaldaan Islaamka, sharciga xorriyadda diinta ama kala sarreynta tirada oo khaldan.	pending_native_review	pending_reviewer_notes
q121	so	12	Ch. 12 · A secular state and a multi-religious country	En sekulär stat och ett mångreligiöst land	Islam	44	Vilka riktningar inom islam finns i svenska muslimska församlingar?	Which branches of Islam are found in Swedish Muslim congregations?	Laamaha Islaamka kee ayaa laga helaa jamaacooyinka Muslimiinta ee Iswiidhan?	a	Sunni och shia	Sunni and Shia	Sunni iyo Shiico	a: Sunni och shia | b: Katolska och ortodoxa kyrkor | c: Hinduism och buddhism | d: Lutheransk och protestantisk tradition	a: Sunni and Shia | b: Catholic and Orthodox churches | c: Hinduism and Buddhism | d: Lutheran and Protestant tradition	a: Sunni iyo Shiico | b: Kaniisadaha Katooligga iyo Ortodokska | c: Hinduusnimo iyo Buudhiism | d: Dhaqanka Lutheran iyo Protestant	Svenska muslimska församlingar och organisationer speglar flera riktningar och traditioner inom islam, till exempel sunni och shia. De andra alternativen hör till kristendom, hinduism och buddhism eller Svenska kyrkans traditioner.	Swedish Muslim congregations and organizations reflect several branches and traditions within Islam, for example Sunni and Shia. The other options belong to Christianity, Hinduism and Buddhism, or Church of Sweden traditions.	Jamaacooyinka iyo ururrada Muslimiinta ee Iswiidhan waxay ka tarjumaan laamo iyo dhaqammo dhowr ah oo Islaamka gudihiisa ah, tusaale Sunni iyo Shiico. Xulashooyinka kale waxay ka tirsan yihiin Kiristaanka, Hinduusnimada iyo Buudhiismka, ama dhaqamada Kaniisadda Iswiidhan.	pending_native_review	pending_reviewer_notes
q122	so	12	Ch. 12 · A secular state and a multi-religious country	En sekulär stat och ett mångreligiöst land	Islam	44	Vad erbjuder muslimska församlingar i Sverige?	What do Muslim congregations in Sweden offer?	Maxay bixiyaan jamaacooyinka Muslimiinta ee Iswiidhan?	a	Bön, undervisning och gemenskap	Prayer, teaching, and community	Salaad, waxbarid iyo bulsho	a: Bön, undervisning och gemenskap | b: Statliga beslut om vilken religion invånare ska ha | c: Bara medeltida kyrkor och kristna ritualer | d: Ceremonier för Sveriges nationaldag	a: Prayer, teaching, and community | b: State decisions about which religion residents should have | c: Only medieval churches and Christian rituals | d: Ceremonies for Sweden's National Day	a: Salaad, waxbarid iyo bulsho | b: Go’aanno dowladeed oo ku saabsan diinta dadka deggan ay yeelanayaan | c: Kaliya kaniisado xilligii dhexe ah iyo ritualo Kiristaan ah | d: Xaflado loogu talagalay Maalinta Qaranka Iswiidhan	Muslimska församlingar i Sverige erbjuder bön, undervisning och gemenskap. De spelar också en viktig roll för att bevara och främja muslimsk tradition och kultur; de andra alternativen blandar ihop detta med statlig religionsstyrning, kristendom eller nationaldagen.	Muslim congregations in Sweden offer prayer, teaching, and community. They also play an important role in preserving and promoting Muslim tradition and culture; the other options confuse this with state control of religion, Christianity, or National Day.	Jamaacooyinka Muslimiinta ee Iswiidhan waxay bixiyaan salaad, waxbarid iyo bulsho. Waxay sidoo kale door muhiim ah ka ciyaaraan ilaalinta iyo horumarinta dhaqanka iyo hiddaha Muslimka; xulashooyinka kale waxay taas ku khaldaan xakamaynta dowladda ee diinta, Kiristaanka ama Maalinta Qaranka.	pending_native_review	pending_reviewer_notes
q123	so	12	Ch. 12 · A secular state and a multi-religious country	En sekulär stat och ett mångreligiöst land	Hinduism och buddhism	43	Vilket påstående om buddhister och hinduer i dagens Sverige stämmer?	Which statement about Buddhists and Hindus in present-day Sweden is correct?	Weedhee ku saabsan Buudhiistaha iyo Hinduuska maanta ee Iswiidhan ayaa sax ah?	a	De finns främst bland invandrare från länder där religionerna är stora	They are mainly among immigrants from countries where these religions are large	Waxay badanaa ku jiraan muhaajiriin ka yimid dalal diimahani waaweyn yihiin	a: De finns främst bland invandrare från länder där religionerna är stora | b: De finns bara i Svenska kyrkans församlingar | c: De är Sveriges näst största religion | d: De fick fullständiga medborgerliga rättigheter först 1870	a: They are mainly among immigrants from countries where these religions are large | b: They are only in Church of Sweden congregations | c: They are Sweden’s second-largest religion | d: They first received full civil rights in 1870	a: Waxay badanaa ku jiraan muhaajiriin ka yimid dalal diimahani waaweyn yihiin | b: Waxay kaliya ku jiraan jamaacooyinka Kaniisadda Iswiidhan | c: Waa diinta labaad ee ugu weyn Iswiidhan | d: Waxay xuquuq madani oo buuxda heleen markii ugu horreysay 1870	I dagens Sverige finns buddhister och hinduer främst bland invandrare från länder där dessa religioner är stora. Alternativen om Svenska kyrkan, Sveriges näst största religion och medborgerliga rättigheter handlar i stället om kristendom, islam eller judendom.	In present-day Sweden, Buddhists and Hindus are found mainly among immigrants from countries where these religions are large. The options about the Church of Sweden, Sweden’s second-largest religion, and civil rights refer instead to Christianity, Islam, or Judaism.	Maanta Iswiidhan, Buudhiistaha iyo Hinduusku waxay badanaa ku jiraan muhaajiriin ka yimid dalal diimahani waaweyn yihiin. Xulashooyinka ku saabsan Kaniisadda Iswiidhan, diinta labaad ee ugu weyn Iswiidhan iyo xuquuqda madaniga ah waxay halkii ka tilmaamayaan Kiristaanka, Islaamka ama Yuhuudiyadda.	pending_native_review	pending_reviewer_notes
