id	locale	chapter_id	chapter_label	source_chapter	source_section	source_page	question_sv	question_en	question_target	correct_option_id	correct_option_sv	correct_option_en	correct_option_target	options_sv	options_en	options_target	explanation_sv	explanation_en	explanation_target	native_review_status	reviewer_notes
q111	fa	12	Ch. 12 · A secular state and a multi-religious country	En sekulär stat och ett mångreligiöst land	Religionsfrihet	42	Vad är ett mål med religionskunskapen i svensk skola?	What is one goal of religion studies in Swedish schools?	یکی از هدف‌های آموزش دینی در مدارس سوئد چیست؟	a	Att främja förståelse, tolerans och respekt för olikheter	To promote understanding, tolerance, and respect for differences	ترویج درک، مدارا و احترام به تفاوت‌ها	a: Att främja förståelse, tolerans och respekt för olikheter | b: Att bestämma vilken religion elever ska tillhöra | c: Att förbjuda elever att tala om livsåskådningar | d: Att bara undervisa om en religion från Sverige	a: To promote understanding, tolerance, and respect for differences | b: To decide which religion pupils should belong to | c: To forbid pupils from talking about worldviews | d: To teach only about one religion from Sweden	a: ترویج درک، مدارا و احترام به تفاوت‌ها | b: تصمیم‌گیری درباره اینکه دانش‌آموزان باید به کدام دین تعلق داشته باشند | c: منع کردن دانش‌آموزان از صحبت درباره جهان‌بینی‌ها | d: آموزش فقط درباره یک دین از سوئد	Religionskunskapen ska ge elever en bred förståelse för olika religioner, trosuppfattningar och livsåskådningar från hela världen. Målet är att främja förståelse, tolerans och respekt för olikheter; därför är alternativen om tvång, förbud eller bara en religion fel.	Religion studies should give pupils a broad understanding of different religions, beliefs, and worldviews from around the world. The goal is to promote understanding, tolerance, and respect for differences; therefore the options about coercion, prohibition, or only one religion are incorrect.	آموزش دینی باید به دانش‌آموزان درکی گسترده از دین‌ها، باورها و جهان‌بینی‌های گوناگون از سراسر جهان بدهد. هدف ترویج درک، مدارا و احترام به تفاوت‌هاست؛ بنابراین گزینه‌های مربوط به اجبار، ممنوعیت یا فقط یک دین نادرست هستند.	pending_native_review	pending_reviewer_notes
q112	fa	12	Ch. 12 · A secular state and a multi-religious country	En sekulär stat och ett mångreligiöst land	Islam	44	När byggdes Sveriges första moskéer?	When were Sweden's first mosques built?	نخستین مسجدهای سوئد چه زمانی ساخته شدند؟	a	Under 1970-talet	During the 1970s	در دهه ۱۹۷۰	a: Under 1970-talet | b: I början av 1900-talet | c: År 2000 | d: Under medeltiden	a: During the 1970s | b: At the beginning of the 20th century | c: In 2000 | d: During the Middle Ages	a: در دهه ۱۹۷۰ | b: در آغاز قرن بیستم | c: در سال ۲۰۰۰ | d: در قرون وسطی	I början av 1900-talet fanns bara ett fåtal muslimer i Sverige, och antalet ökade genom invandring efter andra världskriget. Under 1970-talet byggdes Sveriges första moskéer; år 2000 gäller Stockholms moské och medeltiden hör till andra delar av religionshistorien.	At the beginning of the 20th century there were only a few Muslims in Sweden, and the number increased through immigration after the Second World War. Sweden's first mosques were built during the 1970s; the year 2000 refers to Stockholm Mosque, and the Middle Ages belong to other parts of religious history.	در آغاز قرن بیستم فقط شمار کمی مسلمان در سوئد بودند و پس از جنگ جهانی دوم این تعداد با مهاجرت افزایش یافت. نخستین مسجدهای سوئد در دهه ۱۹۷۰ ساخته شدند؛ سال ۲۰۰۰ به مسجد استکهلم اشاره دارد و قرون وسطی به بخش‌های دیگری از تاریخ ادیان مربوط است.	pending_native_review	pending_reviewer_notes
q113	fa	12	Ch. 12 · A secular state and a multi-religious country	En sekulär stat och ett mångreligiöst land	Kristendom	43	Vilka kristna kyrkor eller samfund finns i dagens Sverige?	Which Christian churches or communities exist in Sweden today?	امروز چه کلیساها یا جوامع مسیحی‌ای در سوئد وجود دارند؟	a	Ortodoxa kyrkor, katolska kyrkan och protestantiska kyrkor	Orthodox churches, the Catholic Church, and Protestant churches	کلیساهای ارتدوکس، کلیسای کاتولیک و کلیساهای پروتستان	a: Ortodoxa kyrkor, katolska kyrkan och protestantiska kyrkor | b: Bara Svenska kyrkan och inga andra samfund | c: Endast buddhistiska och hinduiska tempel | d: Moskéer och muslimska bönelokaler	a: Orthodox churches, the Catholic Church, and Protestant churches | b: Only the Church of Sweden and no other communities | c: Only Buddhist and Hindu temples | d: Mosques and Muslim prayer rooms	a: کلیساهای ارتدوکس، کلیسای کاتولیک و کلیساهای پروتستان | b: فقط کلیسای سوئد و هیچ جامعه دیگری | c: فقط معبدهای بودایی و هندو | d: مسجدها و نمازخانه‌های مسلمانان	I dagens Sverige finns många kristna samfund som representerar olika traditioner och trosinriktningar. Exempel är ortodoxa kyrkor, katolska kyrkan och olika protestantiska kyrkor; alternativen om bara Svenska kyrkan, buddhistiska och hinduiska tempel eller moskéer beskriver andra eller för snäva delar.	In present-day Sweden there are many Christian communities representing different traditions and beliefs. Examples include Orthodox churches, the Catholic Church, and different Protestant churches; the options about only the Church of Sweden, Buddhist and Hindu temples, or mosques describe other or too narrow parts.	در سوئد امروز جوامع مسیحی زیادی وجود دارند که سنت‌ها و گرایش‌های ایمانی متفاوت را نمایندگی می‌کنند. نمونه‌ها شامل کلیساهای ارتدوکس، کلیسای کاتولیک و کلیساهای گوناگون پروتستان است؛ گزینه‌های مربوط به فقط کلیسای سوئد، معبدهای بودایی و هندو یا مسجدها بخش‌های دیگر یا بیش از حد محدود را توصیف می‌کنند.	pending_native_review	pending_reviewer_notes
q114	fa	12	Ch. 12 · A secular state and a multi-religious country	En sekulär stat och ett mångreligiöst land	Hinduism och buddhism	43	Vad bidrog till kontakter med hinduer och buddhister i Sverige under 1900-talet?	What contributed to contacts with Hindus and Buddhists in Sweden during the 20th century?	چه چیزی در قرن بیستم به ارتباط با هندوها و بودایی‌ها در سوئد کمک کرد؟	a	Resor till Asien och ökat intresse för meditation och yoga	Travel to Asia and increased interest in meditation and yoga	سفر به آسیا و افزایش علاقه به مدیتیشن و یوگا	a: Resor till Asien och ökat intresse för meditation och yoga | b: Byggandet av Sveriges första moskéer under 1970-talet | c: Nationaldagen som helgdag genom ett riksdagsbeslut | d: Svenska kyrkans separation från staten år 2000	a: Travel to Asia and increased interest in meditation and yoga | b: The building of Sweden's first mosques during the 1970s | c: National Day becoming a public holiday through a Riksdag decision | d: The Church of Sweden's separation from the state in 2000	a: سفر به آسیا و افزایش علاقه به مدیتیشن و یوگا | b: ساخت نخستین مسجدهای سوئد در دهه ۱۹۷۰ | c: تعطیل رسمی شدن روز ملی با تصمیم ریکسداگ | d: جدایی کلیسای سوئد از دولت در سال ۲۰۰۰	Kontakterna med hinduer och buddhister i Sverige började främst under 1900-talet, bland annat genom resor till Asien och ett ökat intresse för meditation och yoga. De andra alternativen handlar i stället om islam, nationaldagen eller relationen mellan kyrka och stat.	Contacts with Hindus and Buddhists in Sweden mainly began during the 20th century, including through travel to Asia and increased interest in meditation and yoga. The other options instead concern Islam, National Day, or the relationship between church and state.	ارتباط با هندوها و بودایی‌ها در سوئد عمدتاً در قرن بیستم آغاز شد، از جمله از راه سفر به آسیا و افزایش علاقه به مدیتیشن و یوگا. گزینه‌های دیگر به اسلام، روز ملی یا رابطه میان کلیسا و دولت مربوط‌اند.	pending_native_review	pending_reviewer_notes
q115	fa	12	Ch. 12 · A secular state and a multi-religious country	En sekulär stat och ett mångreligiöst land	Religionsfrihet	42	Vad blev tillåtet för svenskar år 1860?	What became permitted for Swedes in 1860?	در سال ۱۸۶۰ چه چیزی برای سوئدی‌ها مجاز شد؟	a	Att lämna Svenska kyrkan, men bara om man gick med i ett annat kristet samfund	To leave the Church of Sweden, but only if they joined another Christian community	ترک کلیسای سوئد، اما فقط اگر فرد به جامعه مسیحی دیگری می‌پیوست	a: Att lämna Svenska kyrkan, men bara om man gick med i ett annat kristet samfund | b: Att helt fritt välja vilken religion som helst eller ingen religion alls | c: Att staten och Svenska kyrkan skildes åt | d: Att alla gamla kyrkor i Sverige blev statliga myndigheter	a: To leave the Church of Sweden, but only if they joined another Christian community | b: To freely choose any religion or none | c: That the state and the Church of Sweden separated | d: That all old churches in Sweden became government agencies	a: ترک کلیسای سوئد، اما فقط اگر فرد به جامعه مسیحی دیگری می‌پیوست | b: کاملاً آزادانه هر دینی یا هیچ دینی را انتخاب کردن | c: اینکه دولت و کلیسای سوئد از هم جدا شوند | d: اینکه همه کلیساهای قدیمی سوئد به اداره دولتی تبدیل شوند	År 1860 blev det tillåtet för svenskar att lämna Svenska kyrkan, men bara om de gick med i ett annat kristet samfund. Full frihet att välja religion eller ingen religion kom med religionsfrihetslagen 1951, och separationen mellan staten och Svenska kyrkan skedde år 2000.	In 1860, Swedes were allowed to leave the Church of Sweden, but only if they joined another Christian community. Full freedom to choose any religion or none came with the Religious Freedom Act of 1951, and the separation between the state and the Church of Sweden took place in 2000.	در سال ۱۸۶۰ به سوئدی‌ها اجازه داده شد کلیسای سوئد را ترک کنند، اما فقط اگر به جامعه مسیحی دیگری می‌پیوستند. آزادی کامل برای انتخاب دین یا نداشتن دین با قانون آزادی دین در سال ۱۹۵۱ آمد و جدایی دولت و کلیسای سوئد در سال ۲۰۰۰ رخ داد.	pending_native_review	pending_reviewer_notes
q116	fa	12	Ch. 12 · A secular state and a multi-religious country	En sekulär stat och ett mångreligiöst land	Religionsfrihet	42	Vad skyddar regeringsformen när det gäller religion?	What does the Instrument of Government protect regarding religion?	قانون شکل حکومت درباره دین از چه چیزی حمایت می‌کند؟	a	Rätten att utöva sin religion och att skyddas mot diskriminering på grund av tro	The right to practice one’s religion and to be protected from discrimination because of belief	حق عمل به دین خود و حمایت در برابر تبعیض به دلیل باور	a: Rätten att utöva sin religion och att skyddas mot diskriminering på grund av tro | b: Att staten väljer religion åt varje invånare | c: Att bara medlemmar i Svenska kyrkan får utöva religion | d: Att skolans religionskunskap ersätter alla andra ämnen	a: The right to practice one’s religion and to be protected from discrimination because of belief | b: That the state chooses a religion for each resident | c: That only members of the Church of Sweden may practice religion | d: That school religion studies replace all other subjects	a: حق عمل به دین خود و حمایت در برابر تبعیض به دلیل باور | b: اینکه دولت برای هر ساکن یک دین انتخاب کند | c: اینکه فقط اعضای کلیسای سوئد بتوانند دین را اجرا کنند | d: اینکه آموزش دینی مدرسه جای همه درس‌های دیگر را بگیرد	Regeringsformen är en av Sveriges grundlagar och ger alla rätt att utöva sin religion. Den innebär också att ingen får diskrimineras på grund av sin tro eller religiösa uppfattning; de andra alternativen går emot religionsfriheten eller blandar ihop den med skolan.	The Instrument of Government is one of Sweden’s constitutional laws and gives everyone the right to practice their religion. It also means no one may be discriminated against because of faith or religious belief; the other options contradict religious freedom or confuse it with school.	قانون شکل حکومت یکی از قوانین اساسی سوئد است و به همه حق عمل به دین خود را می‌دهد. همچنین یعنی هیچ‌کس نباید به دلیل ایمان یا دیدگاه دینی مورد تبعیض قرار گیرد؛ گزینه‌های دیگر با آزادی دین ناسازگارند یا آن را با مدرسه اشتباه می‌گیرند.	pending_native_review	pending_reviewer_notes
q117	fa	12	Ch. 12 · A secular state and a multi-religious country	En sekulär stat och ett mångreligiöst land	Religionens roll	42	Vilka kristna högtider firar många svenskar även om de inte ser sig som religiösa?	Which Christian holidays do many Swedes celebrate even if they do not see themselves as religious?	بسیاری از سوئدی‌ها حتی اگر خود را مذهبی ندانند کدام عیدهای مسیحی را جشن می‌گیرند؟	a	Jul och påsk	Christmas and Easter	کریسمس و عید پاک	a: Jul och påsk | b: Id al-fitr och Newroz | c: Sveriges nationaldag och första maj | d: Valborgsmässoafton och midsommar	a: Christmas and Easter | b: Eid al-Fitr and Newroz | c: Sweden’s National Day and May Day | d: Walpurgis Night and Midsummer	a: کریسمس و عید پاک | b: عید فطر و نوروز | c: روز ملی سوئد و اول ماه مه | d: شب والپورگ و نیمه تابستان	Kristendomen har lämnat många kulturella spår i Sverige. Många svenskar firar fortfarande kristna högtider som jul och påsk även om de inte ser sig själva som religiösa; de andra alternativen beskriver andra traditioner eller högtider.	Christianity has left many cultural traces in Sweden. Many Swedes still celebrate Christian holidays such as Christmas and Easter even if they do not see themselves as religious; the other options describe other traditions or holidays.	مسیحیت ردپاهای فرهنگی زیادی در سوئد گذاشته است. بسیاری از سوئدی‌ها هنوز عیدهای مسیحی مانند کریسمس و عید پاک را جشن می‌گیرند، حتی اگر خود را مذهبی ندانند؛ گزینه‌های دیگر سنت‌ها یا عیدهای دیگری را توصیف می‌کنند.	pending_native_review	pending_reviewer_notes
q118	fa	12	Ch. 12 · A secular state and a multi-religious country	En sekulär stat och ett mångreligiöst land	Religionens roll	42	Vilka religiösa ritualer är fortfarande vanliga i Sverige?	Which religious rituals are still common in Sweden?	کدام آیین‌های دینی هنوز در سوئد رایج هستند؟	a	Dop, bröllop i kyrkan och kristen begravning	Baptisms, church weddings, and Christian funerals	غسل تعمید، عروسی در کلیسا و خاکسپاری مسیحی	a: Dop, bröllop i kyrkan och kristen begravning | b: Endast statliga ceremonier utan religiösa inslag | c: Bara högtider som kommit med invandrare | d: Enbart gudstjänster på juldagen	a: Baptisms, church weddings, and Christian funerals | b: Only state ceremonies without religious elements | c: Only holidays that came with immigrants | d: Only church services on Christmas Day	a: غسل تعمید، عروسی در کلیسا و خاکسپاری مسیحی | b: فقط مراسم دولتی بدون عناصر دینی | c: فقط عیدهایی که با مهاجران آمده‌اند | d: فقط مراسم کلیسا در روز کریسمس	Dop, bröllop i kyrkan och kristen begravning är fortfarande vanliga religiösa ritualer i Sverige, även bland medlemmar som inte beskriver sig som troende. De andra alternativen gör ritualerna för snäva eller blandar ihop dem med andra slags ceremonier och högtider.	Baptisms, church weddings, and Christian funerals are still common religious rituals in Sweden, even among members who do not describe themselves as believers. The other options make the rituals too narrow or confuse them with other kinds of ceremonies and holidays.	غسل تعمید، عروسی در کلیسا و خاکسپاری مسیحی هنوز آیین‌های دینی رایج در سوئد هستند، حتی میان اعضایی که خود را مؤمن توصیف نمی‌کنند. گزینه‌های دیگر آیین‌ها را بیش از حد محدود می‌کنند یا آن‌ها را با انواع دیگر مراسم و عیدها اشتباه می‌گیرند.	pending_native_review	pending_reviewer_notes
q119	fa	12	Ch. 12 · A secular state and a multi-religious country	En sekulär stat och ett mångreligiöst land	Kristendom	43	Vad var Sverige under medeltiden innan Svenska kyrkans lutherska tradition växte fram?	What was Sweden during the Middle Ages before the Church of Sweden’s Lutheran tradition developed?	سوئد در قرون وسطی پیش از شکل‌گیری سنت لوتری کلیسای سوئد چه بود؟	a	Ett katolskt land	A Catholic country	یک کشور کاتولیک	a: Ett katolskt land | b: Ett buddhistiskt kungarike | c: Ett land utan kristna kyrkor | d: Ett land där islam var störst	a: A Catholic country | b: A Buddhist kingdom | c: A country without Christian churches | d: A country where Islam was largest	a: یک کشور کاتولیک | b: یک پادشاهی بودایی | c: کشوری بدون کلیساهای مسیحی | d: کشوری که اسلام در آن بزرگ‌ترین دین بود	Svenska kyrkan har historiska rötter i den lutherska, protestantiska traditionen som grundades på 1500-talet. Innan dess, under medeltiden, var Sverige ett katolskt land, och därför är alternativen om buddhism, inga kristna kyrkor eller islam fel.	The Church of Sweden has historical roots in the Lutheran Protestant tradition founded in the 16th century. Before that, during the Middle Ages, Sweden was a Catholic country, so the options about Buddhism, no Christian churches, or Islam are incorrect.	کلیسای سوئد ریشه‌های تاریخی در سنت لوتری پروتستان دارد که در قرن شانزدهم پایه‌گذاری شد. پیش از آن، در قرون وسطی، سوئد کشوری کاتولیک بود؛ بنابراین گزینه‌های مربوط به بودیسم، نبود کلیساهای مسیحی یا اسلام نادرست هستند.	pending_native_review	pending_reviewer_notes
q120	fa	12	Ch. 12 · A secular state and a multi-religious country	En sekulär stat och ett mångreligiöst land	Judendom	43	Vad fick judar rätt att göra i Sverige på 1700-talet?	What did Jews gain the right to do in Sweden in the 18th century?	یهودیان در قرن هجدهم در سوئد چه حقی به دست آوردند؟	a	Bo i landet och utöva sin religion	Live in the country and practice their religion	در کشور زندگی کنند و دین خود را اجرا کنند	a: Bo i landet och utöva sin religion | b: Bli Sveriges största religiösa grupp | c: Bygga Sveriges första moskéer | d: Lämna Svenska kyrkan utan villkor	a: Live in the country and practice their religion | b: Become Sweden’s largest religious group | c: Build Sweden’s first mosques | d: Leave the Church of Sweden without conditions	a: در کشور زندگی کنند و دین خود را اجرا کنند | b: بزرگ‌ترین گروه دینی سوئد شوند | c: ساخت نخستین مسجدهای سوئد | d: بدون شرط کلیسای سوئد را ترک کنند	Judendomens historia i Sverige kan spåras tillbaka till 1700-talet. Då fick judar rätt att bo och utöva sin religion i Sverige; de andra alternativen blandar ihop judendom med islam, religionsfrihetslagen eller en felaktig storleksordning.	Judaism’s history in Sweden can be traced back to the 18th century. At that time, Jews gained the right to live and practice their religion in Sweden; the other options confuse Judaism with Islam, the Religious Freedom Act, or an incorrect size ranking.	تاریخ یهودیت در سوئد را می‌توان تا قرن هجدهم دنبال کرد. در آن زمان یهودیان حق یافتند در سوئد زندگی کنند و دین خود را اجرا کنند؛ گزینه‌های دیگر یهودیت را با اسلام، قانون آزادی دین یا رتبه‌بندی نادرست اندازه گروه‌ها اشتباه می‌گیرند.	pending_native_review	pending_reviewer_notes
q121	fa	12	Ch. 12 · A secular state and a multi-religious country	En sekulär stat och ett mångreligiöst land	Islam	44	Vilka riktningar inom islam finns i svenska muslimska församlingar?	Which branches of Islam are found in Swedish Muslim congregations?	کدام شاخه‌های اسلام در جماعت‌های مسلمان سوئد وجود دارند؟	a	Sunni och shia	Sunni and Shia	سنی و شیعه	a: Sunni och shia | b: Katolska och ortodoxa kyrkor | c: Hinduism och buddhism | d: Lutheransk och protestantisk tradition	a: Sunni and Shia | b: Catholic and Orthodox churches | c: Hinduism and Buddhism | d: Lutheran and Protestant tradition	a: سنی و شیعه | b: کلیساهای کاتولیک و ارتدوکس | c: هندوئیسم و بودیسم | d: سنت لوتری و پروتستان	Svenska muslimska församlingar och organisationer speglar flera riktningar och traditioner inom islam, till exempel sunni och shia. De andra alternativen hör till kristendom, hinduism och buddhism eller Svenska kyrkans traditioner.	Swedish Muslim congregations and organizations reflect several branches and traditions within Islam, for example Sunni and Shia. The other options belong to Christianity, Hinduism and Buddhism, or Church of Sweden traditions.	جماعت‌ها و سازمان‌های مسلمان در سوئد چندین شاخه و سنت درون اسلام را نشان می‌دهند، مانند سنی و شیعه. گزینه‌های دیگر به مسیحیت، هندوئیسم و بودیسم یا سنت‌های کلیسای سوئد تعلق دارند.	pending_native_review	pending_reviewer_notes
q122	fa	12	Ch. 12 · A secular state and a multi-religious country	En sekulär stat och ett mångreligiöst land	Islam	44	Vad erbjuder muslimska församlingar i Sverige?	What do Muslim congregations in Sweden offer?	جماعت‌های مسلمان در سوئد چه چیزی ارائه می‌کنند؟	a	Bön, undervisning och gemenskap	Prayer, teaching, and community	نماز، آموزش و اجتماع	a: Bön, undervisning och gemenskap | b: Statliga beslut om vilken religion invånare ska ha | c: Bara medeltida kyrkor och kristna ritualer | d: Ceremonier för Sveriges nationaldag	a: Prayer, teaching, and community | b: State decisions about which religion residents should have | c: Only medieval churches and Christian rituals | d: Ceremonies for Sweden's National Day	a: نماز، آموزش و اجتماع | b: تصمیم‌های دولتی درباره اینکه ساکنان باید چه دینی داشته باشند | c: فقط کلیساهای قرون وسطی و آیین‌های مسیحی | d: مراسم روز ملی سوئد	Muslimska församlingar i Sverige erbjuder bön, undervisning och gemenskap. De spelar också en viktig roll för att bevara och främja muslimsk tradition och kultur; de andra alternativen blandar ihop detta med statlig religionsstyrning, kristendom eller nationaldagen.	Muslim congregations in Sweden offer prayer, teaching, and community. They also play an important role in preserving and promoting Muslim tradition and culture; the other options confuse this with state control of religion, Christianity, or National Day.	جماعت‌های مسلمان در سوئد نماز، آموزش و اجتماع ارائه می‌کنند. آن‌ها همچنین در حفظ و ترویج سنت و فرهنگ مسلمانان نقش مهمی دارند؛ گزینه‌های دیگر این موضوع را با کنترل دولتی دین، مسیحیت یا روز ملی اشتباه می‌گیرند.	pending_native_review	pending_reviewer_notes
q123	fa	12	Ch. 12 · A secular state and a multi-religious country	En sekulär stat och ett mångreligiöst land	Hinduism och buddhism	43	Vilket påstående om buddhister och hinduer i dagens Sverige stämmer?	Which statement about Buddhists and Hindus in present-day Sweden is correct?	کدام گفته درباره بودایی‌ها و هندوهای سوئد امروز درست است؟	a	De finns främst bland invandrare från länder där religionerna är stora	They are mainly among immigrants from countries where these religions are large	آن‌ها بیشتر در میان مهاجرانی از کشورهایی هستند که این دین‌ها در آن‌ها بزرگ‌اند	a: De finns främst bland invandrare från länder där religionerna är stora | b: De finns bara i Svenska kyrkans församlingar | c: De är Sveriges näst största religion | d: De fick fullständiga medborgerliga rättigheter först 1870	a: They are mainly among immigrants from countries where these religions are large | b: They are only in Church of Sweden congregations | c: They are Sweden’s second-largest religion | d: They first received full civil rights in 1870	a: آن‌ها بیشتر در میان مهاجرانی از کشورهایی هستند که این دین‌ها در آن‌ها بزرگ‌اند | b: آن‌ها فقط در جماعت‌های کلیسای سوئد هستند | c: آن‌ها دومین دین بزرگ سوئد هستند | d: آن‌ها نخستین بار در ۱۸۷۰ حقوق کامل مدنی گرفتند	I dagens Sverige finns buddhister och hinduer främst bland invandrare från länder där dessa religioner är stora. Alternativen om Svenska kyrkan, Sveriges näst största religion och medborgerliga rättigheter handlar i stället om kristendom, islam eller judendom.	In present-day Sweden, Buddhists and Hindus are found mainly among immigrants from countries where these religions are large. The options about the Church of Sweden, Sweden’s second-largest religion, and civil rights refer instead to Christianity, Islam, or Judaism.	در سوئد امروز بودایی‌ها و هندوها عمدتاً در میان مهاجرانی از کشورهایی هستند که این دین‌ها در آن‌ها گسترده‌اند. گزینه‌های مربوط به کلیسای سوئد، دومین دین بزرگ سوئد و حقوق مدنی در واقع به مسیحیت، اسلام یا یهودیت اشاره دارند.	pending_native_review	pending_reviewer_notes
q124	fa	13	Ch. 13 · Traditions and holidays	Traditioner och högtider	Sveriges nationaldag	46	Vad hände den 6 juni 1523, ett datum som hör ihop med Sveriges nationaldag?	What happened on 6 June 1523, a date connected with Sweden's National Day?	در ۶ ژوئن ۱۵۲۳، تاریخی مرتبط با روز ملی سوئد، چه اتفاقی افتاد؟	a	Gustav Vasa valdes till svensk kung	Gustav Vasa was elected king of Sweden	گوستاو واسا به پادشاه سوئد انتخاب شد	a: Gustav Vasa valdes till svensk kung | b: Sverige gick med i EU | c: Svenska kyrkan och staten skildes åt | d: Midsommarafton blev Sveriges nationaldag	a: Gustav Vasa was elected king of Sweden | b: Sweden joined the EU | c: The Church of Sweden and the state separated | d: Midsummer Eve became Sweden’s National Day	a: گوستاو واسا به پادشاه سوئد انتخاب شد | b: سوئد به اتحادیه اروپا پیوست | c: کلیسای سوئد و دولت از هم جدا شدند | d: شب نیمه تابستان روز ملی سوئد شد	Den 6 juni 1523 valdes Gustav Vasa till svensk kung, en händelse som kopplas till den svenska statens självständighet. Den 6 juni 1809 antogs också en ny regeringsform som begränsade kungens makt; EU-medlemskap, kyrka-stat-separation och midsommar hör till andra ämnen.	On 6 June 1523, Gustav Vasa was elected king of Sweden, an event linked to the Swedish state's independence. On 6 June 1809, a new Instrument of Government also limited the king's power; EU membership, church-state separation, and Midsummer belong to other topics.	در ۶ ژوئن ۱۵۲۳ گوستاو واسا به پادشاه سوئد انتخاب شد، رویدادی که به استقلال دولت سوئد پیوند دارد. در ۶ ژوئن ۱۸۰۹ نیز قانون شکل حکومت جدیدی تصویب شد که قدرت پادشاه را محدود کرد؛ عضویت در اتحادیه اروپا، جدایی کلیسا و دولت و نیمه تابستان موضوعات دیگری هستند.	pending_native_review	pending_reviewer_notes
q125	fa	13	Ch. 13 · Traditions and holidays	Traditioner och högtider	Midsommar	46	Vad är vanligt vid midsommarfirande i Sverige?	What is common during Midsummer celebrations in Sweden?	در جشن‌های نیمه تابستان در سوئد چه چیزی رایج است؟	a	Utomhusfester, blomsterkransar, dans runt midsommarstången och midsommarmat	Outdoor parties, flower wreaths, dancing around the midsummer pole, and Midsummer food	جشن‌های بیرونی، تاج گل، رقص دور تیرک نیمه تابستان و غذای نیمه تابستان	a: Utomhusfester, blomsterkransar, dans runt midsommarstången och midsommarmat | b: Fyrverkerier vid midnatt och nyårsmiddagar | c: Demonstrationer och tal om sociala och politiska frågor | d: Adventsljus, adventskalender och julotta	a: Outdoor parties, flower wreaths, dancing around the midsummer pole, and Midsummer food | b: Fireworks at midnight and New Year dinners | c: Demonstrations and speeches about social and political issues | d: Advent candles, an Advent calendar, and Christmas morning service	a: جشن‌های بیرونی، تاج گل، رقص دور تیرک نیمه تابستان و غذای نیمه تابستان | b: آتش‌بازی نیمه‌شب و شام‌های سال نو | c: تظاهرات و سخنرانی درباره مسائل اجتماعی و سیاسی | d: شمع‌های ادونت، تقویم ادونت و مراسم صبح کریسمس	Midsommarfirandet handlar om att välkomna sommaren och ljuset. Många firar utomhus, binder blomsterkransar och dansar runt en midsommarstång, och vanlig mat är sill, färskpotatis och jordgubbar; de andra alternativen hör till nyår, första maj eller advent och jul.	Midsummer celebrations are about welcoming summer and light. Many people celebrate outdoors, make flower wreaths, and dance around a midsummer pole, and common food includes herring, new potatoes, and strawberries; the other options belong to New Year, May Day, or Advent and Christmas.	جشن نیمه تابستان درباره خوشامدگویی به تابستان و نور است. بسیاری بیرون جشن می‌گیرند، تاج گل می‌بافند و دور تیرک نیمه تابستان می‌رقصند، و غذاهای رایج شامل شاه‌ماهی، سیب‌زمینی نو و توت‌فرنگی است؛ گزینه‌های دیگر مربوط به سال نو، اول ماه مه یا ادونت و کریسمس هستند.	pending_native_review	pending_reviewer_notes
q126	fa	13	Ch. 13 · Traditions and holidays	Traditioner och högtider	Några traditionella högtider under året	45	Vilket påstående om många helgdagar i Sverige stämmer?	Which statement about many public holidays in Sweden is correct?	کدام گفته درباره بسیاری از تعطیلات رسمی در سوئد درست است؟	a	De kommer ur kristna traditioner och ses ofta som en del av kulturarvet	They come from Christian traditions and are often seen as part of cultural heritage	از سنت‌های مسیحی می‌آیند و اغلب بخشی از میراث فرهنگی دانسته می‌شوند	a: De kommer ur kristna traditioner och ses ofta som en del av kulturarvet | b: De skapades bara av moderna företag och reklam | c: De är alltid kopplade till politiska val | d: De innebär aldrig ledighet från arbetet	a: They come from Christian traditions and are often seen as part of cultural heritage | b: They were created only by modern companies and advertising | c: They are always connected to political elections | d: They never mean time off work	a: از سنت‌های مسیحی می‌آیند و اغلب بخشی از میراث فرهنگی دانسته می‌شوند | b: فقط شرکت‌های مدرن و تبلیغات آن‌ها را ساخته‌اند | c: همیشه به انتخابات سیاسی مرتبط‌اند | d: هرگز به معنی مرخصی از کار نیستند	Många av årets helgdagar, till exempel jul, påsk och pingst, kommer ur kristna traditioner. Många i Sverige ser sådana traditioner som en viktig del av svenskt kulturarv även om de inte själva är troende, och flera helgdagar ger ledigt från arbetet.	Many public holidays during the year, such as Christmas, Easter, and Pentecost, come from Christian traditions. Many people in Sweden see these traditions as an important part of Swedish cultural heritage even if they are not religious themselves, and several holidays give people time off work.	بسیاری از تعطیلات سال، مانند کریسمس، عید پاک و پنطیکاست، از سنت‌های مسیحی می‌آیند. بسیاری در سوئد این سنت‌ها را بخش مهمی از میراث فرهنگی سوئد می‌دانند، حتی اگر خودشان مذهبی نباشند، و چندین تعطیلی به مردم مرخصی از کار می‌دهد.	pending_native_review	pending_reviewer_notes
